critic_count,critic_score,developer,eu_sales,genre,global_sales,jp_sales,na_sales,name,other_sales,platform,publisher,rating,user_count,user_score,year_of_release
22.0,50.0,Sting,0.0,Role-Playing,0.07,0.0,0.07,Baroque,0.01,Wii,Rising Star Games,T,24.0,8.1,2008
18.0,71.0,FuRyu,0.01,Role-Playing,0.07,0.0,0.05,Lost Dimension,0.01,PS3,Nippon Ichi Software,T,27.0,7.3,2014
,,,0.03,Fighting,0.07,0.0,0.04,Killer Instinct (2013),0.01,XOne,Microsoft Game Studios,,,,2013
,,,0.0,Adventure,0.07,0.07,0.0,AKB1/149: Love Election,0.0,PSV,Namco Bandai Games,,,,2012
,,,0.0,Fighting,0.07,0.07,0.0,Naruto Shippuden: Gekito Ninja Taisen! EX 3,0.0,Wii,Takara Tomy,,,,2008
,,,0.0,Adventure,0.07,0.07,0.0,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,0.0,PSP,Sony Computer Entertainment,,,,2010
24.0,74.0,Taito Corporation,0.03,Role-Playing,0.07,0.0,0.04,Magic Pengel: The Quest for Color,0.01,PS2,Taito,E,12.0,7.5,2002
,,,0.0,Sports,0.07,0.0,0.07,Super Baseball,0.0,2600,Atari,,,,1987
,,,0.0,Fighting,0.07,0.07,0.0,Kenka Banchou 6: Soul & Blood,0.0,3DS,Screenlife,,,,2015
,,,0.0,Sports,0.07,0.07,0.0,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,0.0,PS3,Konami Digital Entertainment,,,,2011
,,,0.0,Action,0.07,0.0,0.07,Kung Fu Panda: Legendary Warriors,0.0,Wii,Activision,,,,2008
,,,0.0,Racing,0.07,0.07,0.0,Formula One World Championship: Beyond the Limit,0.0,SCD,Sega,,,,1994
,,,0.0,Role-Playing,0.07,0.07,0.0,Medabots 8,0.0,3DS,Rocket Company,,,,2014
,,,0.03,Role-Playing,0.07,0.0,0.04,Divinity: Original Sin,0.01,XOne,Focus Home Interactive,,,,2015
,,Activision,0.0,Sports,0.07,0.0,0.07,Little League World Series Baseball: Double Play,0.01,DS,Activision,E,,,2010
,,,0.0,Adventure,0.07,0.07,0.0,Hakuouki DS,0.0,DS,Idea Factory,,,,2010
,,,0.03,Puzzle,0.07,0.0,0.04,Buster Bros. Collection,0.0,PS,Capcom,,,,1997
23.0,50.0,AWE Games,0.01,Adventure,0.07,0.0,0.06,Agatha Christie: And Then There Were None,0.01,Wii,The Adventure Company,T,12.0,6.2,2008
,,,0.0,Misc,0.07,0.07,0.0,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,0.0,PSP,Sega,,,,2006
,,505 Games,0.02,Misc,0.07,0.0,0.05,Grease Dance,0.01,PS3,505 Games,T,,,2011
,,,0.0,Role-Playing,0.07,0.07,0.0,Mega Man Battle Network: Operation Shooting Star,0.0,DS,Capcom,,,,
22.0,59.0,UDS,0.03,Platform,0.07,0.0,0.04,Futurama,0.01,PS2,SCi,T,14.0,6.6,2003
,,,0.0,Platform,0.07,0.07,0.0,Famicom Mini: Hikari Shinwa: Palutena no Kagami,0.0,GBA,Nintendo,,,,2004
7.0,36.0,Activision,0.0,Shooter,0.07,0.0,0.07,The History Channel: Battle for the Pacific,0.01,PS3,Activision,T,15.0,2.4,2008
,,Success,0.0,Adventure,0.07,0.0,0.07,Animal Kingdom: Wildlife Expedition,0.01,Wii,Natsume,E,,,2009
13.0,75.0,Ubisoft,0.02,Platform,0.07,0.0,0.06,Rayman 3: Hoodlum Havoc,0.0,XB,Ubisoft,E,8.0,7.9,2003
,,,0.0,Misc,0.07,0.07,0.0,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,0.0,PSP,Hudson Soft,,,,2010
8.0,33.0,EA Tiburon,0.0,Action,0.07,0.0,0.07,Superman Returns,0.01,DS,Electronic Arts,E,13.0,4.9,2006
,,,0.06,Misc,0.07,0.0,0.0,My First Songs,0.01,Wii,Mindscape,,,,2010
19.0,78.0,Capcom,0.02,Platform,0.07,0.0,0.05,Super Ghouls 'n Ghosts,0.0,GBA,Capcom,E,4.0,8.8,2002
,,,0.03,Fighting,0.07,0.0,0.04,Boxing,0.0,PS,Midas Interactive Entertainment,,,,2000
,,,0.03,Sports,0.07,0.0,0.04,NHL Open Ice,0.0,PS,Midway Games,,,,1996
13.0,60.0,Krome Studios,0.01,Action,0.07,0.0,0.06,Legend of the Guardians: The Owls of Ga'Hoole,0.01,X360,Warner Bros. Interactive Entertainment,E10+,5.0,8.0,2010
,,,0.0,Action,0.07,0.07,0.0,Gundam Battle Tactics,0.0,PSP,Namco Bandai Games,,,,2005
,,,0.0,Adventure,0.07,0.07,0.0,Touch Detective: Nameko Shigeru,0.0,3DS,Success,,,,2013
31.0,82.0,EA Canada,0.06,Racing,0.07,0.0,0.0,Need for Speed Underground 2,0.01,PC,Electronic Arts,T,407.0,8.5,2004
,,,0.03,Action,0.07,0.0,0.04,Sky Gunner,0.01,PS2,Sony Computer Entertainment,,,,2001
,,,0.02,Action,0.07,0.0,0.06,And1 Streetball,0.0,XB,Ubisoft,,,,2006
19.0,82.0,LucasArts,0.01,Strategy,0.07,0.0,0.06,Gladius,0.0,GC,Activision,T,12.0,8.8,2003
11.0,51.0,Blade Interactive,0.0,Sports,0.07,0.0,0.07,The Hustle: Detroit Streets,0.01,PSP,Deep Silver,T,4.0,5.3,2005
,,,0.0,Adventure,0.07,0.07,0.0,PhotoKano,0.0,PSV,Kadokawa Shoten,,,,2013
,,,0.0,Action,0.07,0.07,0.0,Warriors Orochi 3,0.0,PSV,Tecmo Koei,,,,2013
,,,0.0,Adventure,0.07,0.07,0.0,Real Sound: Kaze no Riguretto,0.0,SAT,Warp,,,,1997
11.0,47.0,Sidhe Interactive,0.0,Racing,0.07,0.0,0.07,Blood Drive,0.01,PS3,Activision,M,5.0,7.0,2010
,,,0.0,Adventure,0.07,0.0,0.07,Again,0.0,DS,Ackkstudios,,,,2009
,,,0.0,Sports,0.07,0.07,0.0,Soccer Tsuku: Pro Soccer Club o Tsukurou!,0.0,PSV,Sega,,,,2013
,,,0.0,Role-Playing,0.07,0.07,0.0,Summon Night 4,0.0,PSP,Namco Bandai Games,,,,2012
25.0,40.0,Fatshark AB,0.03,Action,0.07,0.0,0.04,Escape Dead Island,0.01,PS3,Deep Silver,M,51.0,3.5,2014
57.0,83.0,Runic Games,0.06,Role-Playing,0.07,0.0,0.0,Torchlight,0.01,PC,JoWood Productions,T,794.0,8.0,2009
9.0,61.0,Blitz Games,0.0,Platform,0.07,0.0,0.07,Pac-Man World 3,0.01,PSP,Namco Bandai Games,E,4.0,6.0,2005
14.0,70.0,Rebellion,0.0,Shooter,0.07,0.0,0.06,Rogue Trooper: Quartz Zone Massacre,0.01,Wii,Reef Entertainment,T,5.0,8.2,2009
,,,0.0,Role-Playing,0.07,0.07,0.0,Hero Bank,0.0,3DS,Sega,,,,2014
,,TOSE,0.03,Simulation,0.07,0.0,0.04,Disney's Planes,0.01,3DS,Disney Interactive Studios,E,6.0,4.3,2013
,,Rainbow Studios,0.02,Shooter,0.07,0.0,0.05,Winx Club,0.0,GBA,Konami Digital Entertainment,E,,,2005
,,505 Games,0.0,Misc,0.07,0.0,0.07,World Party Games,0.01,Wii,505 Games,E,,,2009
,,,0.0,Sports,0.07,0.07,0.0,Classic Road,0.0,PS,Victor Interactive,,,,1995
,,,0.0,Fighting,0.07,0.0,0.07,Cartoon Network: Punch Time Explosion XL,0.01,X360,Crave Entertainment,,,,2011
,,,0.0,Adventure,0.07,0.07,0.0,Utawarerumono: Itsuwari no Kamen,0.0,PSV,Aqua Plus,,,,2015
24.0,49.0,Mad Catz,0.0,Simulation,0.07,0.0,0.07,Damage Inc.: Pacific Squadron WWII,0.01,X360,Mad Catz,T,6.0,5.5,2012
,,Powerhead Games,0.0,Misc,0.07,0.0,0.07,My Fun Facts Coach,0.01,DS,Ubisoft,E,,,2008
,,,0.0,Misc,0.07,0.07,0.0,The Idolm@ster: Live for You!,0.0,X360,Namco Bandai Games,,,,2008
,,,0.0,Adventure,0.07,0.07,0.0,Tokimeki Memorial Girl's Side Premium: 3rd Story,0.0,PSP,Konami Digital Entertainment,,,,2012
18.0,47.0,Point of View,0.01,Racing,0.07,0.0,0.06,Smashing Drive,0.0,GC,Unknown,T,6.0,5.2,
,,Ubisoft,0.0,Platform,0.07,0.0,0.07,Open Season,0.01,PSP,Ubisoft,E10+,,,2006
,,,0.0,Platform,0.07,0.07,0.0,Mega Man Xtreme,0.0,GB,Capcom,,,,2000
,,Neopica,0.0,Action,0.07,0.0,0.07,America's Next Top Model,0.0,Wii,Crave Entertainment,E10+,,,2010
9.0,75.0,Hudson,0.02,Puzzle,0.07,0.0,0.05,Bomberman Max 2: Red Advance,0.0,GBA,Vivendi Games,E,,,2002
49.0,79.0,Monolith Productions,0.05,Shooter,0.07,0.0,0.02,F.E.A.R. 2: Project Origin,0.01,PC,Warner Bros. Interactive Entertainment,M,520.0,7.8,2009
,,Slam Games,0.0,Puzzle,0.07,0.0,0.07,Margot's Word Brain,0.01,DS,Zoo Games,E10+,,,2008
19.0,62.0,Krome Studios,0.0,Action,0.07,0.0,0.06,Toy Soldiers: War Chest,0.01,PS4,Ubisoft,,61.0,7.7,2015
10.0,27.0,3DO,0.03,Action,0.07,0.0,0.04,Godai: Elemental Force,0.01,PS2,3DO,T,19.0,3.8,2002
4.0,78.0,City Interactive,0.04,Adventure,0.07,0.0,0.03,Chronicles of Mystery: The Secret Tree of Life,0.01,DS,City Interactive,E10+,,,2011
29.0,70.0,Microids,0.02,Adventure,0.07,0.0,0.05,Still Life,0.0,XB,Microids,M,5.0,8.2,2005
31.0,50.0,Eutechnyx,0.02,Racing,0.07,0.0,0.05,Big Mutha Truckers 2,0.0,XB,Empire Interactive,M,5.0,3.4,2005
,,,0.0,Racing,0.07,0.07,0.0,Hang On GP,0.0,SAT,Sega,,,,1995
,,,0.03,Action,0.07,0.0,0.04,Uprising X,0.0,PS,3DO,,,,1998
,,Heavy Iron Studios,0.04,Action,0.07,0.0,0.03,SpongeBob's Truth or Square,0.0,X360,THQ,E,15.0,6.5,2009
,,,0.0,Platform,0.07,0.07,0.0,Mega Man Xtreme 2,0.0,GB,Capcom,,,,2001
,,,0.0,Misc,0.07,0.0,0.07,"Sesame Street: Ready, Set, Grover!",0.01,DS,Warner Bros. Interactive Entertainment,,,,2011
18.0,75.0,Argonaut Games,0.02,Platform,0.07,0.0,0.05,I-Ninja,0.0,XB,Namco Bandai Games,T,8.0,8.4,2003
,,,0.0,Role-Playing,0.07,0.07,0.0,Sigma Harmonics,0.0,DS,Square Enix,,,,2008
,,,0.01,Shooter,0.07,0.0,0.06,Gunblade NY & L.A. Machineguns Arcade Hits Pack,0.01,Wii,Sega,,,,2010
42.0,82.0,EA LA,0.06,Strategy,0.07,0.0,0.01,The Lord of the Rings: The Battle for Middle-Earth,0.01,PC,Electronic Arts,T,199.0,8.6,2004
26.0,73.0,Koei,0.03,Strategy,0.07,0.0,0.04,Kessen III,0.01,PS2,Tecmo Koei,T,20.0,8.1,2004
,,Trine Games,0.0,Misc,0.07,0.0,0.07,Learn Geography,0.0,DS,DreamCatcher Interactive,E,,,2009
,,Full Fat,0.0,Sports,0.07,0.0,0.07,Harlem Globetrotters: World Tour,0.01,DS,Zoo Digital Publishing,E,,,2006
16.0,61.0,SNK Playmore,0.0,Fighting,0.07,0.0,0.07,The King of Fighters Collection: The Orochi Saga,0.0,PSP,Ignition Entertainment,T,9.0,7.0,2008
,,,0.0,Role-Playing,0.07,0.07,0.0,Summon Night,0.0,DS,Banpresto,,,,2008
18.0,64.0,Sega AM2,0.03,Simulation,0.07,0.0,0.04,Aero Elite: Combat Academy,0.01,PS2,Sega,E,8.0,7.0,2002
,,,0.07,Misc,0.07,0.0,0.0,"3 in 1: Solitaire, Mahjong & Tangram",0.01,DS,Deep Silver,,,,2010
25.0,64.0,Double Helix Games,0.03,Strategy,0.07,0.0,0.04,Wrath Unleashed,0.01,PS2,LucasArts,T,6.0,6.0,2004
,,,0.01,Adventure,0.07,0.0,0.06,Beyond Good & Evil,0.0,GC,Ubisoft,,,,2003
43.0,72.0,Larian Studios,0.05,Role-Playing,0.07,0.0,0.01,Divinity II: Ego Draconis,0.01,PC,DTP Entertainment,M,125.0,7.7,2009
,,DSI Games,0.02,Misc,0.07,0.0,0.05,Pong / Asteroids / Yars' Revenge,0.0,GBA,Zoo Digital Publishing,E,,,2005
12.0,67.0,Pyro Studios,0.02,Strategy,0.07,0.0,0.05,Commandos 2: Men of Courage,0.0,XB,Eidos Interactive,T,5.0,8.4,2002
9.0,61.0,ValuSoft,0.04,Simulation,0.07,0.0,0.02,Emergency 2012,0.01,PC,Deep Silver,T,12.0,6.2,2010
8.0,41.0,49Games,0.01,Sports,0.07,0.0,0.06,Winter Sports 2: The Next Challenge,0.01,X360,RTL,E,,,2008
,,,0.0,Adventure,0.07,0.07,0.0,NOëL: La Neige,0.0,PS,Pioneer LDC,,,,1998
,,,0.0,Action,0.07,0.07,0.0,Busou Shinki: Battle Masters,0.0,PSP,Konami Digital Entertainment,,,,2010
22.0,58.0,Climax Group,0.0,Puzzle,0.07,0.0,0.07,Overlord: Minions,0.01,DS,Codemasters,E10+,4.0,5.5,2009
,,,0.03,Puzzle,0.07,0.0,0.04,Roll Away,0.0,PS,Sony Computer Entertainment,,,,1998
,,,0.0,Sports,0.07,0.07,0.0,Derby Jockey: Kishou e no Michi,0.0,SNES,Asmik Corp,,,,1994
21.0,71.0,Compile Heart,0.0,Role-Playing,0.07,0.05,0.02,Fairy Fencer F: Advent Dark Force,0.0,PS4,Idea Factory International,T,34.0,6.2,2015
,,,0.0,Adventure,0.07,0.07,0.0,Harukanaru Toki no Naka de 4,0.0,PS2,Tecmo Koei,,,,2008
13.0,68.0,SpiderMonk,0.0,Puzzle,0.07,0.0,0.07,Roogoo Attack!,0.0,DS,SouthPeak Games,E,,,2009
13.0,56.0,Genki,0.02,Racing,0.07,0.0,0.05,Maximum Chase,0.0,XB,Microsoft Game Studios,T,,,2002
12.0,66.0,Koei Canada,0.0,Action,0.07,0.0,0.07,Prey the Stars,0.01,DS,Tecmo Koei,E,,,2008
,,,0.0,Sports,0.07,0.07,0.0,Winning Post 7 2012,0.0,PS3,Ackkstudios,,,,2012
,,,0.03,Platform,0.07,0.0,0.04,Spot Goes to Hollywood,0.0,PS,Virgin Interactive,,,,1996
,,,0.03,Shooter,0.07,0.0,0.04,G Darius,0.0,PS,THQ,,,,1997
,,,0.02,Fighting,0.07,0.0,0.05,Mucha Lucha! Mascaritas of the Lost Code,0.0,GBA,Ubisoft,,,,2003
,,,0.0,Strategy,0.07,0.07,0.0,SD Gundam: Gashapon Wars,0.0,GC,Namco Bandai Games,,,,2005
5.0,33.0,Sensory Sweep,0.03,Misc,0.07,0.0,0.04,Alvin and the Chipmunks,0.01,PS2,Brash Entertainment,E,6.0,4.5,2007
23.0,77.0,Paradox Development Studio,0.04,Strategy,0.07,0.0,0.02,Hearts of Iron III,0.01,PC,Paradox Interactive,E10+,233.0,7.1,2009
,,505 Games,0.0,Simulation,0.07,0.0,0.07,Picture Perfect Hair Salon,0.01,DS,505 Games,E,,,2009
,,,0.0,Sports,0.07,0.0,0.07,River King: Mystic Valley (US sales),0.0,DS,Rising Star Games,,,,2007
18.0,38.0,Genki,0.01,Fighting,0.07,0.0,0.06,Kengo: Legend of The 9,0.01,X360,Majesco Entertainment,M,14.0,4.1,2006
10.0,69.0,Koei,0.0,Strategy,0.07,0.07,0.0,Romance of the Three Kingdoms XI,0.0,PS2,Tecmo Koei,E10+,8.0,8.4,2007
19.0,73.0,Irem,0.0,Action,0.07,0.0,0.06,Hammerin' Hero,0.01,PSP,Irem Software Engineering,E10+,8.0,7.3,2008
,,,0.0,Misc,0.07,0.07,0.0,Model * Oshare Audition: Dream Girl,0.0,3DS,Alchemist,,,,2013
,,,0.0,Adventure,0.07,0.07,0.0,Lupin Sansei: Shijou Saidai no Zunousen,0.0,DS,Namco Bandai Games,,,,2010
56.0,89.0,From Software,0.07,Role-Playing,0.07,0.0,0.0,Dark Souls III,0.0,PC,Namco Bandai Games,M,1848.0,8.6,2016
,,Digital Kids,0.0,Simulation,0.07,0.0,0.07,Petz Fantasy 3D,0.0,3DS,Ubisoft,E,,,2011
,,,0.06,Racing,0.07,0.0,0.0,WRC 2: FIA World Rally Championship,0.01,X360,Ubisoft,,,,2011
,,,0.02,Misc,0.07,0.0,0.05,Archer Maclean's 3D Pool,0.0,GBA,Crave Entertainment,,,,2003
19.0,75.0,Avalanche Software,0.02,Platform,0.07,0.0,0.05,Tak: The Great Juju Challenge,0.0,XB,THQ,E,,,2005
16.0,44.0,Konami Computer Entertainment Hawaii,0.01,Fighting,0.07,0.0,0.06,TMNT: Mutant Melee,0.0,GC,Konami Digital Entertainment,T,4.0,2.8,2005
9.0,44.0,Direct Action Games,0.02,Shooter,0.07,0.0,0.05,Combat: Task Force 121,0.0,XB,Zoo Digital Publishing,M,4.0,8.5,2005
,,,0.0,Sports,0.07,0.07,0.0,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,0.0,Wii,Konami Digital Entertainment,,,,2010
,,Gusto Games,0.03,Adventure,0.07,0.0,0.04,Goosebumps HorrorLand,0.01,PS2,Scholastic Inc.,E10+,,,2008
,,,0.02,Misc,0.07,0.0,0.05,Exhibition Volume 4,0.0,XB,Microsoft Game Studios,,,,2003
,,,0.03,Shooter,0.07,0.0,0.04,Viewpoint,0.0,PS,Electronic Arts,,,,1995
,,,0.0,Adventure,0.07,0.07,0.0,Code Geass: Hangyaku no Lelouch - Lost Colors,0.0,PSP,Namco Bandai Games,,,,2008
,,,0.02,Platform,0.07,0.0,0.05,Disney's Donald Duck Advance,0.0,GBA,Ubisoft,,,,2001
23.0,63.0,5000ft,0.03,Misc,0.07,0.0,0.04,Stacked with Daniel Negreanu,0.01,PS2,Myelin Media,T,7.0,5.3,2006
,,,0.0,Adventure,0.07,0.07,0.0,Hakuouki: Yuugi Roku,0.0,PSP,Idea Factory,,,,2010
,,,0.0,Puzzle,0.07,0.04,0.03,The Rub Rabbits!,0.0,DS,Sega,,,,2005
,,FUN Labs,0.0,Sports,0.07,0.0,0.06,Rapala Pro Bass Fishing 2010,0.01,PSP,Activision,E,,,2010
,,,0.0,Adventure,0.07,0.0,0.07,Let's Ride! Friends Forever,0.01,DS,THQ,,,,2008
26.0,67.0,Kodiak Interactive,0.02,Racing,0.07,0.0,0.05,Circus Maximus: Chariot Wars,0.0,XB,THQ,T,4.0,5.0,2002
,,Natsume,0.0,Puzzle,0.07,0.0,0.07,Squishy Tank,0.0,DS,Natsume,E,,,2010
,,Global A,0.0,Role-Playing,0.07,0.0,0.06,Dungeon Maker II: The Hidden War,0.01,PSP,Global A Entertainment,E10+,,,2007
,,505 Games,0.0,Simulation,0.07,0.0,0.07,Discovery Kids: Parrot Pals,0.01,DS,505 Games,E,,,2009
,,,0.0,Action,0.07,0.07,0.0,Kenyuu Densetsu Yaiba,0.0,SNES,Banpresto,,,,1994
,,,0.0,Strategy,0.07,0.07,0.0,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,0.0,PS2,Namco Bandai Games,,,,2009
,,,0.0,Strategy,0.07,0.07,0.0,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,0.0,PSP,Namco Bandai Games,,,,2009
,,Black Lantern Studios,0.0,Strategy,0.07,0.0,0.07,Elements of Destruction,0.01,DS,THQ,E10+,,,2007
27.0,65.0,Climax Group,0.03,Shooter,0.07,0.0,0.04,Serious Sam: Next Encounter,0.01,PS2,Global Star,M,17.0,7.8,2004
,,,0.0,Misc,0.07,0.07,0.0,Eiken DS,0.0,DS,Rocket Company,,,,2007
,,,0.0,Action,0.07,0.07,0.0,Game Center CX: Arino no Chousenjou 2,0.0,DS,Namco Bandai Games,,,,2009
10.0,54.0,Ubisoft Shanghai,0.01,Shooter,0.07,0.0,0.06,Tom Clancy's Ghost Recon 2,0.0,GC,Ubisoft,T,11.0,1.4,2005
,,,0.0,Shooter,0.07,0.07,0.0,E.X. Troopers,0.0,3DS,Capcom,,,,2012
,,,0.05,Misc,0.07,0.0,0.01,The Croods: Prehistoric Party!,0.0,Wii,D3Publisher,,,,2013
,,,0.0,Misc,0.07,0.07,0.0,J Legend Retsuden,0.0,3DS,Namco Bandai Games,,,,2013
,,Heavy Iron Studios,0.04,Action,0.07,0.0,0.02,SpongeBob's Truth or Square,0.01,PSP,THQ,E,,,2009
,,Kalypso,0.0,Simulation,0.07,0.0,0.06,Port Royale 3,0.01,PS3,Kalypso Media,T,9.0,8.9,
5.0,70.0,Koei,0.0,Racing,0.07,0.02,0.05,Monster Racers,0.0,DS,Tecmo Koei,E,5.0,9.0,2009
,,,0.0,Fighting,0.07,0.07,0.0,The King of Fighters: Evolution,0.0,DC,SNK,,,,2000
,,,0.0,Misc,0.07,0.07,0.0,DS Uranai Seikatsu,0.0,DS,Nintendo,,,,2009
,,,0.02,Action,0.07,0.0,0.04,Hyperdimension Neptunia Re;Birth 3,0.02,PSV,Idea Factory International,,,,2014
,,,0.06,Simulation,0.07,0.0,0.0,Pro Farm 1,0.01,PC,Excalibur Publishing,,,,2011
13.0,66.0,Torus Games,0.02,Platform,0.07,0.0,0.05,Pitfall: The Lost Expedition,0.0,GBA,Activision,E,,,2003
,,Electronic Arts,0.0,Misc,0.07,0.0,0.07,Rock Band Country Track Pack 2,0.01,PS3,MTV Games,E10+,,,2011
14.0,37.0,Awesome Play Ltd.,0.05,Racing,0.07,0.0,0.01,Speed Zone,0.01,Wii,Bethesda Softworks,E,11.0,3.8,2009
,,,0.02,Sports,0.07,0.0,0.05,All-Star Baseball 2004,0.0,GBA,Acclaim Entertainment,,,,2003
,,,0.0,Action,0.07,0.07,0.0,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,0.0,3DS,Namco Bandai Games,,,,2012
,,Oxygen Interactive,0.03,Puzzle,0.07,0.0,0.04,Jewel Time Deluxe,0.01,DS,O-Games,E,,,2011
17.0,47.0,Radical Entertainment,0.02,Action,0.07,0.0,0.05,James Cameron's Dark Angel,0.0,XB,Vivendi Games,T,6.0,8.3,2002
,,,0.0,Role-Playing,0.07,0.07,0.0,The Legend of Heroes: Trails in the Sky Third Chapter,0.0,PSP,Falcom Corporation,,,,2008
19.0,37.0,Creat Studios,0.03,Racing,0.07,0.0,0.03,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,0.01,PS2,Midway Games,M,10.0,5.9,2007
,,,0.03,Racing,0.07,0.0,0.03,Hannspree Ten Kate Honda: SBK Superbike World Championship,0.01,PS2,Black Bean Games,,,,2007
,,Virtuos,0.01,Action,0.07,0.0,0.05,Generator Rex: Agent of Providence,0.01,PS3,Activision,E10+,,,2011
,,,0.03,Sports,0.07,0.0,0.04,Alexi Lalas International Soccer,0.0,PS,Take-Two Interactive,,,,1998
24.0,54.0,"Art Co., Ltd.",0.02,Shooter,0.07,0.0,0.04,Dream Trigger 3D,0.01,3DS,D3Publisher,E,29.0,6.3,
,,,0.03,Action,0.07,0.0,0.04,Monster Rancher Battle Card: Episode II,0.0,PS,Tecmo Koei,,,,2000
7.0,70.0,Avalanche Software,0.01,Sports,0.07,0.0,0.05,NCAA College Football 2K3,0.0,GC,Sega,E,,,2002
22.0,80.0,Harmonix Music Systems,0.01,Misc,0.07,0.0,0.05,Karaoke Revolution Party,0.0,GC,Konami Digital Entertainment,E10+,,,2005
,,StudioBlack Games,0.0,Misc,0.07,0.0,0.07,Crayola: Colorful Journey,0.0,Wii,Crave Entertainment,E,,,2009
,,,0.0,Sports,0.07,0.07,0.0,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,0.0,N64,Nintendo,,,,2000
,,Collision Studios,0.03,Action,0.07,0.0,0.03,Jumper: Griffin's Story,0.01,PS2,Eidos Interactive,T,5.0,4.2,2008
22.0,46.0,Success,0.0,Role-Playing,0.07,0.0,0.07,Operation Darkness,0.01,X360,Success,M,21.0,7.0,2007
,,exozet,0.02,Action,0.07,0.0,0.04,Emily the Strange: Strangerous,0.01,DS,DTP Entertainment,E10+,,,2011
,,,0.0,Action,0.07,0.07,0.0,Famicom Mini: Nazo no Murasame-Jou,0.0,GBA,Nintendo,,,,2004
22.0,50.0,Polygon Magic,0.03,Adventure,0.07,0.0,0.03,Galerians: Ash,0.01,PS2,Sammy Corporation,T,11.0,7.9,2002
35.0,61.0,Techland,0.07,Action,0.07,0.0,0.0,Dead Island: Riptide,0.01,PC,Deep Silver,M,441.0,6.0,
,,Isopod Labs,0.0,Racing,0.07,0.0,0.07,Jimmie Johnson's Anything With an Engine,0.0,Wii,Konami Digital Entertainment,E10+,,,2011
29.0,69.0,Irem,0.0,Strategy,0.07,0.01,0.05,R-Type Command,0.01,PSP,Rising Star Games,E10+,6.0,6.5,2007
4.0,49.0,Yoostar Entertainment Group,0.0,Misc,0.07,0.0,0.07,Yoostar on MTV,0.01,X360,Unknown,T,,,
,,Ubisoft,0.01,Action,0.07,0.0,0.05,Just Dance: Disney Party 2,0.01,XOne,Ubisoft,E,,,2015
,,,0.06,Shooter,0.07,0.0,0.0,Kane & Lynch 2: Dog Days,0.01,PC,Square Enix,,,,2010
33.0,67.0,Capcom,0.03,Action,0.07,0.0,0.03,Haunting Ground,0.01,PS2,Capcom,M,44.0,8.8,2005
,,,0.0,Misc,0.07,0.07,0.0,Mahjong Fight Club DS: Wi-Fi Taiou,0.0,DS,Konami Digital Entertainment,,,,2006
,,,0.0,Misc,0.07,0.0,0.07,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",0.0,DS,505 Games,,,,2005
33.0,78.0,Spike Chunsoft,0.0,Role-Playing,0.07,0.03,0.03,Grand Kingdom,0.01,PS4,Nippon Ichi Software,T,63.0,8.1,2015
15.0,78.0,Vogster,0.0,Strategy,0.07,0.0,0.07,Robocalypse,0.01,DS,Tecmo Koei,E10+,18.0,8.6,2008
,,,0.0,Adventure,0.07,0.07,0.0,Vampire Knight DS,0.0,DS,D3Publisher,,,,2009
6.0,42.0,Konami,0.02,Sports,0.07,0.0,0.05,Disney Sports Skateboarding,0.0,GBA,Konami Digital Entertainment,E,,,2002
9.0,23.0,Webfoot Technologies,0.0,Racing,0.07,0.0,0.07,Homie Rollerz,0.01,DS,Destineer,E,12.0,2.4,2008
,,Zoo Games,0.0,Simulation,0.07,0.0,0.07,Let's Paint,0.0,Wii,Zoo Games,E,,,2010
,,,0.06,Sports,0.07,0.0,0.0,Rugby League 3,0.01,Wii,Alternative Software,,,,2010
,,,0.0,Role-Playing,0.07,0.07,0.0,Magi: The Labyrinth of Beginning,0.0,3DS,Namco Bandai Games,,,,2013
12.0,32.0,Fatshark AB,0.04,Action,0.07,0.0,0.03,Escape Dead Island,0.01,X360,Deep Silver,M,74.0,3.8,2014
22.0,50.0,Gameloft,0.0,Action,0.07,0.0,0.06,Tom Clancy's Splinter Cell: Chaos Theory,0.01,DS,Ubisoft,T,25.0,7.0,2005
,,,0.04,Misc,0.07,0.0,0.03,The Croods: Prehistoric Party!,0.01,DS,D3Publisher,,,,2013
,,,0.0,Adventure,0.07,0.07,0.0,I Don't Have Many Friends Portable,0.0,PSP,Namco Bandai Games,,,,2012
,,Maxis,0.06,Simulation,0.07,0.0,0.0,SimCity 4: Deluxe Edition,0.01,PC,Electronic Arts,E,37.0,8.3,2003
,,,0.06,Puzzle,0.07,0.0,0.0,Jewel Link Chronicles: Legend of Athena,0.01,DS,GSP,,,,2011
